char dist,word dist,stem,sub term,obj term,doc ID
20,4,propose,solvent:0:accessible:2:protein:0:molecule:1:cavity,accurate:0:estimate,10.1107/S0021889878013618
43,5,have,title:0:compound,inversion:0:center,10.1107/S0021889878013618
46,8,propose,protein:0:molecule,accurate:0:estimate,10.1107/S0021889878013618
46,8,propose,protein:0:molecule:1:cavity,accurate:0:estimate,10.1107/S0021889878013618
150,22,carry,solution:0:crystal,protein:0:structure,10.1107/S0021889878013618
8,1,show,saxs:0:curve,crystallization:1:continuously:0:change:2:shape,10.1107/S0021889878013862
19,3,record,scatter:0:pattern,s:0:interval:1:s,10.1107/S0021889878013862
35,7,obtain,datum:0:acquisition:1:rate,time:0:period,10.1107/S0021889878013862
37,8,record,scatter:0:pattern,s:0:interval,10.1107/S0021889878013862
40,8,obtain,datum:0:acquisition,time:0:period,10.1107/S0021889878013862
58,11,follow,linear:0:polyethylene,saxs:0:camera,10.1107/S0021889878013862
15,2,diffract,sesrga:0:crystal,resolution:0:limit,10.1107/S0021889878014909
50,10,belong,resolution:0:limit,space:0:group,10.1107/S0021889878014909
29,5,give,measurement:0:alignment:1:procedure:2:structure,silicon:0:crystal:1:performance:0:test:2:result,10.1107/S0021889879013017
41,8,give,measurement:0:alignment,performance:0:test,10.1107/S0021889879013017
41,8,give,measurement:0:alignment:1:procedure,silicon:0:crystal:1:performance:0:test,10.1107/S0021889879013017
19,2,approximate,b:0:spline:1:function,size:1:distribution:0:function,10.1107/S0021889880011429
19,2,approximate,b:0:spline:1:function:2:knot,size:1:distribution:0:function,10.1107/S0021889880011429
33,7,give,real:0:space:1:resolution,b:0:spline:1:function:2:knot,10.1107/S0021889880011429
37,7,adjust,optical:0:phase,fundamental:0:energy,10.1107/S0021889880011429
37,7,shift,optical:0:phase,fundamental:0:energy,10.1107/S0021889880011429
41,8,compute,statistical:0:error:1:band,normal:0:equation:1:invert:0:matrix,10.1107/S0021889880011429
41,8,use,statistical:0:error:1:band,normal:0:equation:1:invert:0:matrix,10.1107/S0021889880011429
41,8,compute,propagate:2:statistical:0:error:1:band,normal:0:equation:1:invert:0:matrix,10.1107/S0021889880011429
41,8,use,propagate:2:statistical:0:error:1:band,normal:0:equation:1:invert:0:matrix,10.1107/S0021889880011429
44,7,evaluate,polydisperse:0:system,shape:0:particle,10.1107/S0021889880011429
46,9,compute,statistical:0:error,invert:0:matrix,10.1107/S0021889880011429
46,9,use,statistical:0:error,invert:0:matrix,10.1107/S0021889880011429
46,10,give,real:0:space,b:0:spline,10.1107/S0021889880011429
46,10,give,real:0:space:1:resolution,b:0:spline:1:function,10.1107/S0021889880011429
60,12,compute,particle:0:numb,unsmooth:1:scatter:0:datum,10.1107/S0021889880011429
101,16,propose,simple:0:scheme,optical:0:phase,10.1107/S0021889880011429
101,16,divide,simple:0:scheme,optical:0:phase,10.1107/S0021889880011429
103,18,compute,particle:0:numb,transformation:0:method,10.1107/S0021889880011429
20,4,design,step:0:motor,horizontal:0:thgr:1:attachment,10.1107/S0021889880011727
37,7,design,step:0:motor,horizontal:0:thgr,10.1107/S0021889880011727
38,6,make,available:0:rotation,texture:0:residual:0:macrostress,10.1107/S0021889880011727
38,6,investigate,available:0:rotation,texture:0:residual:0:macrostress,10.1107/S0021889880011727
39,7,measure,arrangement:0:mean,compute:0:stress,10.1107/S0021889880011727
45,9,have,basic:0:concept,reflection:0:kind,10.1107/S0021889881009230
50,8,found,meridional:0:reflection,gamma:0:form,10.1107/S0021889881009230
105,16,found,exact:2:fiber:0:identity:1:period,gamma:0:form,10.1107/S0021889881009230
144,23,shift,peak:0:position,minimum:0:maximum:1:value,10.1107/S0021889881009230
144,23,shift,peak:0:position,reflection:0:kind:1:calculate:2:minimum:0:maximum:1:value,10.1107/S0021889881009230
48,9,need,usual:2:powder:0:diffraction:1:technique,powder:0:diffractometer:1:guinier:0:camera:2:pattern,10.1107/S0021889884011298
70,13,need,powder:0:diffraction:1:technique,powder:0:diffractometer:1:guinier:0:camera,10.1107/S0021889884011298
80,14,need,powder:0:diffraction,guinier:0:camera,10.1107/S0021889884011298
90,12,reduce,record:0:time,registration:0:time:1:minute,10.1107/S0021889884011298
90,12,use,record:0:time,registration:0:time:1:minute,10.1107/S0021889884011298
94,13,reduce,record:0:time,registration:0:time,10.1107/S0021889884011298
94,13,use,record:0:time,registration:0:time,10.1107/S0021889884011298
8,2,show,result:0:calculation,good:0:fit,10.1107/S0021889884011845
8,2,show,result:0:calculation:1:lorentzian:0:profile,experiment:1:good:0:fit,10.1107/S0021889884011845
10,2,lead,bernoullian:0:model,lorentzian:0:profile,10.1107/S0021889884011845
10,2,lead,bernoullian:0:model,result:0:calculation:1:lorentzian:0:profile,10.1107/S0021889884011845
7,2,have,peak:0:shift,large:0:influence,10.1107/S0021889886088982
7,2,have,peak:0:shift:1:correction,large:0:influence,10.1107/S0021889886088982
39,6,discuss,scatter:0:exponent,mass:0:polydisperse:0:surface,10.1107/S0021889886090052
39,6,discuss,scatter:0:exponent,mass:0:polydisperse:0:surface:1:fractal,10.1107/S0021889886090052
52,11,lie,mass:0:fractal,mass:0:fractal:1:dimension,10.1107/S0021889886090052
52,11,depend,mass:0:fractal,mass:0:fractal:1:dimension,10.1107/S0021889886090052
19,3,contribute,o:0:interaction,crystal:0:pack,10.1107/S0021889887087223
19,3,contribute,o:0:interaction,crystal:0:pack:1:stability,10.1107/S0021889887087223
20,4,shift,substrate:0:peak,different:0:amount,10.1107/S0021889887087223
20,4,shift,substrate:0:peak:1:layer,different:0:amount,10.1107/S0021889887087223
20,4,enhance,monocrystalline:0:heterostructure,extremely:0:asymmetrical:1:diffraction:0:geometry:2:use,10.1107/S0021889887087223
21,4,shift,bragg:0:peak,kinematic:0:theory:1:calculate:2:position,10.1107/S0021889887087223
30,7,enhance,monocrystalline:0:heterostructure,extremely:0:asymmetrical:1:diffraction:0:geometry,10.1107/S0021889887087223
44,7,shift,bragg:0:peak,kinematic:0:theory,10.1107/S0021889887087223
53,9,enhance,monocrystalline:0:heterostructure,diffraction:0:geometry,10.1107/S0021889887087223
11,2,give,san:0:measurement,cylinder:0:dimension,10.1107/S0021889888005308
25,4,abbreviate,maleic:0:anhydride,aqueous:0:solution,10.1107/S0021889888005308
29,7,make,saxs:0:measurement,podma:0:solution,10.1107/S0021889888005308
42,7,vary,micellar:0:surface,sodium:0:dodecyl,10.1107/S0021889888005308
42,7,add,micellar:0:surface,sodium:0:dodecyl,10.1107/S0021889888005308
52,6,become,alkaline:0:addition:1:neutralization,unit:0:repeat:1:negative:0:charge,10.1107/S0021889888005308
56,7,become,alkaline:0:addition,negative:0:charge,10.1107/S0021889888005308
10,2,base,datum:0:collection:1:decision,project:0:information,10.1107/S002188988801060X
21,4,allow,rmd:0:diffractometer,structural:0:change,10.1107/S002188988801060X
21,4,allow,design:1:rmd:0:diffractometer,structural:0:change,10.1107/S002188988801060X
21,4,allow,design:1:rmd:0:diffractometer,electron:0:distribution:1:variation:2:structural:0:change,10.1107/S002188988801060X
24,4,remain,speciman:1:crystallographic:0:direction,intensity:0:measurement:1:course,10.1107/S002188988801060X
24,4,remain,speciman:1:crystallographic:0:direction:2:direction,intensity:0:measurement:1:course,10.1107/S002188988801060X
50,9,remain,crystallographic:0:direction,intensity:0:measurement,10.1107/S002188988801060X
51,9,describe,single:0:crystal,speciman:0:rotation,10.1107/S002188988801060X
51,9,have,single:0:crystal,speciman:0:rotation,10.1107/S002188988801060X
80,10,take,communication:0:path,datum:0:collection:1:decision,10.1107/S002188988801060X
125,17,take,communication:0:path,project:0:information,10.1107/S002188988801060X
125,17,base,communication:0:path,project:0:information,10.1107/S002188988801060X
10,1,include,measure:0:attenuation,photoelectric:0:absorption,10.1107/S0021889888010817
10,1,include,measure:0:attenuation,plus:1:photoelectric:0:absorption,10.1107/S0021889888010817
31,5,resolve,secondary:0:radiation,singular:0:value,10.1107/S0021889888010817
31,5,resolve,secondary:0:radiation:1:fluorescent:0:radiation:1:component,singular:0:value:1:decomposition,10.1107/S0021889888010817
36,6,determine,foil:1:unit:0:area,fluorescence:0:analysis:1:impurity:0:concentration,10.1107/S0021889888010817
36,6,weigh,foil:1:unit:0:area,fluorescence:0:analysis:1:impurity:0:concentration,10.1107/S0021889888010817
36,6,determine,foil:1:unit:0:area:2:mass,fluorescence:0:analysis:1:impurity:0:concentration,10.1107/S0021889888010817
36,6,weigh,foil:1:unit:0:area:2:mass,fluorescence:0:analysis:1:impurity:0:concentration,10.1107/S0021889888010817
46,9,determine,unit:0:area,impurity:0:concentration,10.1107/S0021889888010817
46,9,weigh,unit:0:area,impurity:0:concentration,10.1107/S0021889888010817
54,8,observe,h:0:mdash,complex:0:part,10.1107/S0021889888010817
54,8,connect,h:0:mdash,complex:0:part,10.1107/S0021889888010817
12,2,allow,grain:0:boundary:1:coincidence:0:orientation,intergranular:1:dislocation:0:structure,10.1107/S0021889890010822
12,2,allow,grain:0:boundary:1:coincidence:0:orientation:2:deviation,intergranular:1:dislocation:0:structure,10.1107/S0021889890010822
26,3,allow,grain:0:boundary,dislocation:0:structure,10.1107/S0021889890010822
43,7,depend,rotation:0:ndash:1:axis,kikuchi:0:line:1:sharpness,10.1107/S0021889890010822
43,7,depend,rotation:0:ndash:1:axis:2:element,kikuchi:0:line:1:sharpness,10.1107/S0021889890010822
60,10,split,hexagonal:0:symmetry,deformation:0:pure:0:rotation,10.1107/S0021889890010822
64,11,depend,rotation:0:ndash,kikuchi:0:line,10.1107/S0021889890010822
19,4,make,pressure:2:hexagonal:1:structure:0:refinement,diffraction:0:intensity,10.1107/S0021889890011153
40,7,make,hexagonal:1:structure:0:refinement,diffraction:0:intensity,10.1107/S0021889890011153
58,10,make,structure:0:refinement,diffraction:0:intensity,10.1107/S0021889890011153
18,3,determine,tungsten:1:lattice:0:parameter,srm:1:silicon:0:standard:2:term,10.1107/S0021889890012365
18,3,simplify,personal:0:computer,program:0:measure:1:diffractometer:2:development,10.1107/S0021889890012365
20,4,reduce,control:0:unit,circuit:0:structure,10.1107/S0021889890012365
20,4,reduce,control:0:unit:1:hardware:0:component,circuit:0:structure,10.1107/S0021889890012365
31,6,determine,tungsten:1:lattice:0:parameter,srm:1:silicon:0:standard,10.1107/S0021889890012365
32,4,simplify,programmable:0:interface,complex:2:diffractometer:0:control:1:unit,10.1107/S0021889890012365
40,5,simplify,programmable:0:interface,diffractometer:0:control,10.1107/S0021889890012365
40,5,simplify,programmable:0:interface,diffractometer:0:control:1:unit,10.1107/S0021889890012365
41,4,unburden,intelligent:0:multipurpose,personal:0:computer,10.1107/S0021889890012365
18,4,show,sample:0:standard:1:bragg:0:angle,lattice:0:parameter:1:precise:0:value,10.1107/S0021889890013097
18,4,give,sample:0:standard:1:bragg:0:angle,lattice:0:parameter:1:precise:0:value,10.1107/S0021889890013097
47,10,show,bragg:0:angle,precise:0:value,10.1107/S0021889890013097
47,10,give,bragg:0:angle,precise:0:value,10.1107/S0021889890013097
84,14,evaluate,method:0:performance,concordance:0:rate:1:human:0:expert:2:result,10.1107/S0021889890013097
84,14,compare,method:0:performance,concordance:0:rate:1:human:0:expert:2:result,10.1107/S0021889890013097
84,14,use,method:0:performance,concordance:0:rate:1:human:0:expert:2:result,10.1107/S0021889890013097
99,17,evaluate,method:0:performance,human:0:expert,10.1107/S0021889890013097
99,17,compare,method:0:performance,human:0:expert,10.1107/S0021889890013097
99,17,use,method:0:performance,human:0:expert,10.1107/S0021889890013097
99,17,evaluate,method:0:performance,concordance:0:rate:1:human:0:expert,10.1107/S0021889890013097
99,17,compare,method:0:performance,concordance:0:rate:1:human:0:expert,10.1107/S0021889890013097
99,17,use,method:0:performance,concordance:0:rate:1:human:0:expert,10.1107/S0021889890013097
18,3,found,good:0:agreement,simulation:0:experiment,10.1107/S0021889891001619
20,4,observe,very:0:little:1:change,symmetric:1:laue:0:image,10.1107/S0021889891001619
50,7,investigate,curve:0:crystal,computer:0:simulation,10.1107/S0021889891001619
50,7,investigate,curve:0:crystal:1:topograph,computer:0:simulation,10.1107/S0021889891001619
55,9,become,dynamical:0:image,direct:0:image,10.1107/S0021889891001619
55,9,dominate,dynamical:0:image,direct:0:image,10.1107/S0021889891001619
55,9,become,dynamical:0:image,direct:0:image:1:visibility,10.1107/S0021889891001619
55,9,dominate,dynamical:0:image,direct:0:image:1:visibility,10.1107/S0021889891001619
59,9,compare,laboratory:0:synthesize:1:membrane,electron:1:microscopy:0:image,10.1107/S0021889891001619
59,9,compare,laboratory:0:synthesize:1:membrane:2:commercial:2:anodisc:0:reg:1:membrane,alumina:1:membrane:0:surface:2:electron:1:microscopy:0:image,10.1107/S0021889891001619
121,17,compare,anodisc:0:reg,microscopy:0:image,10.1107/S0021889891001619
21,3,contain,title:0:compound:1:molecule,crystallographic:1:inversion:0:centre,10.1107/S0021889891002042
22,4,approximate,slip:0:band:1:head,grain:0:boundary:1:situate:2:macrodislocation,10.1107/S0021889891002042
38,4,contain,title:0:compound,inversion:0:centre,10.1107/S0021889891002042
21,4,locate,protein:0:copy,asymmetric:0:unit,10.1107/S0021889891014826
25,4,extract,accurate:1:crystallographic:0:structure:2:amplitude,laue:0:intensity,10.1107/S0021889891014826
25,4,obtain,ps:1:exposure:0:time,indole:0:alkaloid:1:single:0:crystal,10.1107/S0021889891014826
25,4,obtain,ps:1:exposure:0:time:2:pattern,indole:0:alkaloid:1:single:0:crystal,10.1107/S0021889891014826
30,6,use,enzyme:0:lysozyme,single:0:bunch,10.1107/S0021889891014826
30,6,use,enzyme:0:lysozyme,electron:1:single:0:bunch,10.1107/S0021889891014826
36,5,extract,crystallographic:0:structure,laue:0:intensity,10.1107/S0021889891014826
36,5,extract,accurate:1:crystallographic:0:structure,laue:0:intensity,10.1107/S0021889891014826
42,8,obtain,exposure:0:time,single:0:crystal,10.1107/S0021889891014826
10,2,adopt,dihydropyrimidine:0:ring,boat:0:conformation,10.1107/S002188989201286X
28,5,provide,material:2:absolute:1:optical:0:chirality,optical:0:rotation:1:sign:2:absolute:0:configuration,10.1107/S002188989201286X
43,6,be,quantity:0:value,crystal:0:structure,10.1107/S002188989201286X
43,6,connect,quantity:0:value,crystal:0:structure,10.1107/S002188989201286X
48,9,provide,optical:0:chirality,absolute:0:configuration,10.1107/S002188989201286X
48,9,provide,absolute:1:optical:0:chirality,absolute:0:configuration,10.1107/S002188989201286X
27,5,describe,amorphous:1:binary:0:system,partial:1:structure:0:function,10.1107/S0021889893006284
27,5,describe,amorphous:1:binary:0:system:2:structure,partial:1:structure:0:function,10.1107/S0021889893006284
35,6,describe,binary:0:system,structure:0:function,10.1107/S0021889893006284
9,1,form,neighbor:0:molecule,continuous:1:molecular:0:chain,10.1107/S0021889893006727
20,2,form,neighbor:0:molecule,molecular:0:chain,10.1107/S0021889893006727
21,3,observe,hydrogen:0:bond,neighbor:0:molecule,10.1107/S0021889893006727
21,3,observe,o:1:hydrogen:0:bond,neighbor:0:molecule,10.1107/S0021889893006727
9,2,use,natural:0:aluminosilicate,metal:0:support,10.1107/S0021889893008568
9,2,use,amorphous:1:natural:0:aluminosilicate,catalyst:0:preparation:1:metal:0:support,10.1107/S0021889893008568
29,5,indicate,sans:0:spectrum,broad:0:size,10.1107/S0021889893008568
29,5,indicate,sans:0:spectrum,broad:0:size:1:distribution,10.1107/S0021889893008568
29,5,indicate,sans:0:spectrum,volume:0:fractality:1:absence:2:pore:2:broad:0:size:1:distribution,10.1107/S0021889893008568
11,2,use,crystal:0:structure,rietveld:1:profile:0:technique,10.1107/S0021889894004218
12,2,require,rietveld:1:profile:0:technique,peak:0:shape:1:suitable:0:description,10.1107/S0021889894004218
12,2,require,rietveld:1:profile:0:technique:2:crystal:0:structure,peak:0:shape:1:suitable:0:description,10.1107/S0021889894004218
12,2,require,profile:0:technique,suitable:0:description,10.1107/S0021889894004218
20,3,use,crystal:0:structure,profile:0:technique,10.1107/S0021889894004218
22,4,do,detector:0:sample:1:size,free:0:parameter,10.1107/S0021889894004218
22,4,require,detector:0:sample:1:size,free:0:parameter,10.1107/S0021889894004218
28,4,take,peak:0:asymmetry,little:0:account,10.1107/S0021889894004218
28,5,do,detector:0:sample,free:0:parameter,10.1107/S0021889894004218
28,5,require,detector:0:sample,free:0:parameter,10.1107/S0021889894004218
49,8,use,accurate:0:formulation,peak:0:asymmetry,10.1107/S0021889894004218
55,7,allow,mechanical:0:compatibility,convenient:0:extension,10.1107/S0021889894004218
74,11,use,effect:1:accurate:0:formulation,diffraction:0:optic:1:little:0:account,10.1107/S0021889894004218
74,11,take,effect:1:accurate:0:formulation,diffraction:0:optic:1:little:0:account,10.1107/S0021889894004218
25,5,use,sample:0:support,ice:0:formation,10.1107/S0021889894006357
25,5,prevent,sample:0:support,ice:0:formation,10.1107/S0021889894006357
25,5,use,sample:0:support:1:sample:0:crystal,ice:0:formation,10.1107/S0021889894006357
25,5,prevent,sample:0:support:1:sample:0:crystal,ice:0:formation,10.1107/S0021889894006357
