10.1107/S160053681000228X,Further consolidation of the crystal structure is accomplished by extensive O mdash H,Further consolidation of the crystal structure,crystal:0:structure:1:further:0:consolidation,accomplished,extensive O mdash H,extensive:2:o:1:mdash:0:h,3,20,3,is
10.1107/S1600536804021385,The crystal packing is mainly stabilized by van der Waals interactions,crystal packing,crystal:0:pack,is,Waals interactions,waal:0:interaction,1,33,6,
10.1107/S1600536804021385,The crystal packing is mainly stabilized by van der Waals interactions,crystal packing,crystal:0:pack,stabilized,Waals interactions,waal:0:interaction,1,33,6,
10.1107/S1600536804021385,The crystal packing is mainly stabilized by van der Waals interactions,crystal packing,crystal:0:pack,is,der Waals interactions,der:1:waal:0:interaction,2,29,5,
10.1107/S1600536804021385,The crystal packing is mainly stabilized by van der Waals interactions,crystal packing,crystal:0:pack,stabilized,der Waals interactions,der:1:waal:0:interaction,2,29,5,
10.1107/S1600536804021385,The crystal packing is mainly stabilized by van der Waals interactions,crystal packing,crystal:0:pack,is,van der Waals interactions,van:2:der:1:waal:0:interaction,3,25,4,
10.1107/S1600536804021385,The crystal packing is mainly stabilized by van der Waals interactions,crystal packing,crystal:0:pack,stabilized,van der Waals interactions,van:2:der:1:waal:0:interaction,3,25,4,
10.1107/S1600536804021786,The structure of the title compound C7H5ClN2O comprises a planar molecule that associates via N mdash H,title compound,title:0:compound,comprises,planar molecule,planar:0:molecule,1,23,3,
10.1107/S1600536804021786,The structure of the title compound C7H5ClN2O comprises a planar molecule that associates via N mdash H,structure of the title compound,title:0:compound:1:structure,comprises,planar molecule,planar:0:molecule,2,23,3,
10.1107/S1600536804021786,Cl associations from the second 2amino H atom create a twodimensional hydrogenbonding network containing C228 helical chains,H atom,h:0:atom,create,helical chains,helical:0:chain,1,65,7,
10.1107/S1600536804022160,In the crystal structure the phosphinate O atoms are involved in hydrogen bonds with the water molecule of crystallization and the NH group of the proplyamine side chain of the anthracene moiety,crystal structure,crystal:0:structure,involved,hydrogen bonds,hydrogen:0:bond,1,41,7,are
10.1107/S1600536804022160,In the crystal structure the phosphinate O atoms are involved in hydrogen bonds with the water molecule of crystallization and the NH group of the proplyamine side chain of the anthracene moiety,phosphinate O atoms,phosphinate:0:o:1:atom,involved,hydrogen bonds,hydrogen:0:bond,2,17,3,are
10.1107/S0108270199015607,The title compound C9H8FN5 middot C3H7NO contains two independent complexes in the asymmetric unit each consisting of one 35diamino62fluorophenyl124triazine molecule and one dimethylformamide solvent molecule,title compound,title:0:compound,contains,independent complexes,independent:0:complex,1,36,5,
10.1107/S0108270199015607,The title compound C9H8FN5 middot C3H7NO contains two independent complexes in the asymmetric unit each consisting of one 35diamino62fluorophenyl124triazine molecule and one dimethylformamide solvent molecule,asymmetric unit,asymmetric:0:unit,consisting,solvent molecule,solvent:0:molecule,1,94,9,
10.1107/S0108270199015607,The title compound C9H8FN5 middot C3H7NO contains two independent complexes in the asymmetric unit each consisting of one 35diamino62fluorophenyl124triazine molecule and one dimethylformamide solvent molecule,two independent complexes in the asymmetric unit,asymmetric:0:unit:1:independent:0:complex,consisting,one dimethylformamide solvent molecule,solvent:0:molecule:1:dimethylformamide,2,72,7,
10.1107/S0108270199015607,One triazine molecule is disordered over two conformations within the crystal the occupancies being 62 emsp14 1 and 38 emsp14,triazine molecule,triazine:0:molecule,disordered,two conformations within the crystal,crystal:0:conformation,1,20,3,is
10.1107/S0108270199015607,One triazine molecule is disordered over two conformations within the crystal the occupancies being 62 emsp14 1 and 38 emsp14,One triazine molecule,one:1:triazine:0:molecule,disordered,two conformations within the crystal,crystal:0:conformation,2,20,3,is
10.1107/S0108270199015607,The triazine molecules of the asymmetric unit differ in the dihedral angles between their respective phenyl and triazine ring planes these being 576 emsp14 2 deg  for the fully occupied and 769 emsp14 6 and 1068 emsp14 8 deg  for the partially occupied molecules,triazine ring planes,triazine:0:ring:1:plane,being,partially occupied molecules,partially:0:occupy:1:molecule,2,102,21,
10.1107/S0108270199015607,An extensive network of hydrogen bonds maintains the crystal structure,hydrogen bonds,hydrogen:0:bond,maintains,crystal structure,crystal:0:structure,1,15,2,
10.1107/S0108270199015607,An extensive network of hydrogen bonds maintains the crystal structure,extensive network of hydrogen bonds,hydrogen:0:bond:1:extensive:0:network,maintains,crystal structure,crystal:0:structure,2,15,2,
10.1107/S1600536804023682,In the crystal structure the molecules exist as centrosymmetric N mdash H,crystal structure,crystal:0:structure,exist,centrosymmetric N,centrosymmetric:0:n,1,24,4,
10.1107/S1600536804023682,In the crystal structure the molecules exist as centrosymmetric N mdash H,crystal structure,crystal:0:structure,exist,centrosymmetric N mdash,centrosymmetric:0:n:1:mdash,2,24,4,
10.1107/S1600536804023682,In the crystal structure the molecules exist as centrosymmetric N mdash H,crystal structure,crystal:0:structure,exist,centrosymmetric N mdash H,centrosymmetric:0:n:1:mdash:2:h,3,24,4,
10.1107/S1600536804024043,The molecule of the title compound C22H18N4O2S is nonplanar and possesses no crystallographic symmetry,title compound,title:0:compound,is,crystallographic symmetry,crystallographic:0:symmetry,1,43,6,
10.1107/S1600536804024043,The molecule of the title compound C22H18N4O2S is nonplanar and possesses no crystallographic symmetry,molecule of the title compound,title:0:compound:1:molecule,is,crystallographic symmetry,crystallographic:0:symmetry,2,43,6,
10.1107/S1600536804024043,The crystal structure involves intermolecular C mdash H,crystal structure,crystal:0:structure,involves,mdash H,mdash:0:h,1,27,3,
10.1107/S1600536804024043,The crystal structure involves intermolecular C mdash H,crystal structure,crystal:0:structure,involves,C mdash H,c:1:mdash:0:h,2,25,2,
10.1107/S1600536804024043,The crystal structure involves intermolecular C mdash H,crystal structure,crystal:0:structure,involves,intermolecular C mdash H,intermolecular:2:c:1:mdash:0:h,3,10,1,
10.1107/S0108270104017883,In the molecule of the title compound C16H13BrO the two benzene rings are rotated in opposite directions with respect to the central C mdash CC mdash C part of the molecule,benzene rings,benzene:0:ring,rotated,opposite directions,opposite:0:direction,1,16,3,are
10.1107/S0108270104017883,In the crystal structure molecules are paired through C mdash H,crystal structure,crystal:0:structure,paired,mdash H,mdash:0:h,1,32,5,are
10.1107/S0108270104017883,In the crystal structure molecules are paired through C mdash H,crystal structure,crystal:0:structure,paired,C mdash H,c:1:mdash:0:h,2,30,4,are
10.1107/S0108270104017883,The molecular pairs along 001 are hydrogen bonded through three translationrelated cooperative hydrogen bonds in the bay area forming molecular chains which are further hydrogen bonded through C mdash H,molecular pairs,molecular:0:pair,are,bay area,bay:0:area,1,98,13,
10.1107/S0108270104017883,The molecular pairs along 001 are hydrogen bonded through three translationrelated cooperative hydrogen bonds in the bay area forming molecular chains which are further hydrogen bonded through C mdash H,molecular pairs,molecular:0:pair,are,bay area,bay:0:area,1,98,13,
10.1107/S0108270104017883,The molecular pairs along 001 are hydrogen bonded through three translationrelated cooperative hydrogen bonds in the bay area forming molecular chains which are further hydrogen bonded through C mdash H,bay area,bay:0:area,forming,molecular chains,molecular:0:chain,1,9,1,
10.1107/S0108270104018682,The ethyl oxamate group N ndash CO ndash CO ndash OEt in the title compound alternatively called diethyl NN prime NN prime bisethylenedioxamate C12H18N2O6 can be considered as being composed of two singly bonded amide and ester functionalities,title compound,title:0:compound,considered,ester functionalities,ester:0:functionality,1,147,21,be
10.1107/S0108270104018682,The ethyl oxamate group N ndash CO ndash CO ndash OEt in the title compound alternatively called diethyl NN prime NN prime bisethylenedioxamate C12H18N2O6 can be considered as being composed of two singly bonded amide and ester functionalities,title compound,title:0:compound,being,ester functionalities,ester:0:functionality,1,147,21,
10.1107/S0108270104018682,The ethyl oxamate group N ndash CO ndash CO ndash OEt in the title compound alternatively called diethyl NN prime NN prime bisethylenedioxamate C12H18N2O6 can be considered as being composed of two singly bonded amide and ester functionalities,title compound,title:0:compound,composed,ester functionalities,ester:0:functionality,1,147,21,
10.1107/S0108270104018682,The ethyl oxamate group N ndash CO ndash CO ndash OEt in the title compound alternatively called diethyl NN prime NN prime bisethylenedioxamate C12H18N2O6 can be considered as being composed of two singly bonded amide and ester functionalities,title compound,title:0:compound,considered,two singly bonded amide and ester functionalities,ester:0:functionality:1:singly:0:bond:1:amide,2,119,16,be
10.1107/S0108270104018682,The ethyl oxamate group N ndash CO ndash CO ndash OEt in the title compound alternatively called diethyl NN prime NN prime bisethylenedioxamate C12H18N2O6 can be considered as being composed of two singly bonded amide and ester functionalities,title compound,title:0:compound,being,two singly bonded amide and ester functionalities,ester:0:functionality:1:singly:0:bond:1:amide,2,119,16,
10.1107/S0108270104018682,The ethyl oxamate group N ndash CO ndash CO ndash OEt in the title compound alternatively called diethyl NN prime NN prime bisethylenedioxamate C12H18N2O6 can be considered as being composed of two singly bonded amide and ester functionalities,title compound,title:0:compound,composed,two singly bonded amide and ester functionalities,ester:0:functionality:1:singly:0:bond:1:amide,2,119,16,
10.1107/S0108270104018682,The two carbonyl groups are almost perpendicular with an oxalyl OC mdash CO torsion angle of  minus 11134 emsp14 17 deg ,carbonyl groups,carbonyl:0:group,are,mdash C,mdash:0:c,1,44,7,
10.1107/S0108270104018682,Infinite supramolecular tapes propagating along the b axis are formed through soft C mdash H,b axis,b:0:axis,formed,C mdash,c:0:mdash,1,25,4,are
10.1107/S0108270104018682,Infinite supramolecular tapes propagating along the b axis are formed through soft C mdash H,b axis,b:0:axis,formed,soft C mdash,soft:1:c:0:mdash,2,20,3,are
10.1107/S0108270100001499,The central part of the title molecule C50H66 is planar all the rings being in the same plane the lateral chains are also planar excluding H atoms almost perpendicular to the ring plane and grafted on the same side of the molecule,title molecule,title:0:molecule,is,all the rings being in the same plane,ring:0:plane,1,18,3,
10.1107/S0108270100001499,The central part of the title molecule C50H66 is planar all the rings being in the same plane the lateral chains are also planar excluding H atoms almost perpendicular to the ring plane and grafted on the same side of the molecule,lateral chains,lateral:0:chain,are,H atoms,h:0:atom,1,27,4,
10.1107/S0108270100001499,The central part of the title molecule C50H66 is planar all the rings being in the same plane the lateral chains are also planar excluding H atoms almost perpendicular to the ring plane and grafted on the same side of the molecule,lateral chains,lateral:0:chain,excluding,H atoms,h:0:atom,1,27,4,
10.1107/S0108270100001499,The orientation of the plane of the rings is approximately 45 deg  from the unitcell b axis so that neighbouring molecules are essentially perpendicular,orientation of the plane of the rings,ring:0:plane:1:orientation,is,approximately 45 deg  ,approximately:0:deg,2,4,1,
10.1107/S0108270104016130,The title compound C14H24N2O4 consists of two symmetric moieties related through a twofold axis,title compound,title:0:compound,consists,symmetric moieties,symmetric:0:moiety,1,28,4,
10.1107/S0108270104016130,The title compound C14H24N2O4 consists of two symmetric moieties related through a twofold axis,title compound,title:0:compound,consists,symmetric moieties related through a twofold axis,twofold:0:axis:1:relate:2:symmetric:0:moiety,3,28,4,
10.1107/S0108270104016130,Both the ionic enol form and the nonionic keto form make comparable contributions to the structure,keto form,keto:0:form,make,comparable contributions,comparable:0:contribution,1,6,1,
10.1107/S0108270104016130,In the crystal structure infinite supramolecular chains are formed through N mdash H,supramolecular chains,supramolecular:0:chain,formed,mdash H,mdash:0:h,1,22,4,are
10.1107/S0108270104016130,In the crystal structure infinite supramolecular chains are formed through N mdash H,infinite supramolecular chains,infinite:1:supramolecular:0:chain,formed,N mdash H,n:1:mdash:0:h,2,20,3,are
10.1107/S0108767303012972,The problem addressed in this paper is the determination of threedimensional structures of centrosymmetric crystals from Xray diffraction measurements,problem addressed in this paper,paper:0:address:1:problem,is,centrosymmetric crystals,centrosymmetric:0:crystal,2,56,7,
10.1107/S0108767303012972,The minimal principle that a certain quantity is minimized only by the crystal structure is employed to solve the phase problem,certain quantity,certain:0:quantity,is,crystal structure,crystal:0:structure,1,26,5,
