subject,object,predicate,sentence,pred freq,sub freq,obj freq,distance,root,root freq,synonyms,sub term,obj term,level,doc ID
computer architectures,very large number,to solve,To date local optimization techniques and advanced computer architectures have been used to solve this problem which may have a very large number of local optima,4,3,3,55,solve,15,"{'lick', 'solve', 'resolve'}",computer:0:architecture,large:0:numb,1,10.1107/S0108767303012972
advanced computer architectures,very large number of local optima,have been,To date local optimization techniques and advanced computer architectures have been used to solve this problem which may have a very large number of local optima,55,3,3,55,be,307,"{'be', 'represent', 'equal', 'embody', 'constitute', 'personify', 'exist', 'comprise'}",advance:1:computer:0:architecture,local:0:optimum:1:large:0:numb,2,10.1107/S0108767303012972
advanced computer architectures,very large number of local optima,used to,To date local optimization techniques and advanced computer architectures have been used to solve this problem which may have a very large number of local optima,14,3,3,55,use,179,"{'utilize', 'expend', 'use', 'apply', 'utilise', 'habituate', 'practice', 'employ'}",advance:1:computer:0:architecture,local:0:optimum:1:large:0:numb,2,10.1107/S0108767303012972
advanced computer architectures,very large number of local optima,to solve,To date local optimization techniques and advanced computer architectures have been used to solve this problem which may have a very large number of local optima,4,3,3,55,solve,15,"{'lick', 'solve', 'resolve'}",advance:1:computer:0:architecture,local:0:optimum:1:large:0:numb,2,10.1107/S0108767303012972
principle model,centrosymmetric structures,is reformulated for,In this paper the minimal principle model is reformulated for the case of centrosymmetric structures into an integer programming problem in terms of the missing phases,2,1,1,33,reformulate,2,"{'redevelop', 'reformulate'}",principle:0:model,centrosymmetric:0:structure,1,10.1107/S0108767303012972
minimal principle model,case of centrosymmetric structures,is reformulated for,In this paper the minimal principle model is reformulated for the case of centrosymmetric structures into an integer programming problem in terms of the missing phases,2,1,1,25,reformulate,2,"{'redevelop', 'reformulate'}",minimal:1:principle:0:model,centrosymmetric:0:structure:1:case,2,10.1107/S0108767303012972
structures of moderate complexity,crystallographic phase problem,is provided,Computational experience with the proposed method on a number of structures of moderate complexity is provided and demonstrates that the approach yields a fast and reliable method that resolves the crystallographic phase problem for the case of centrosymmetric structures,1,3,3,100,provide,43,"{'furnish', 'allow', 'leave', 'provide', 'ply', 'render', 'supply', 'cater'}",moderate:0:complexity:1:structure,crystallographic:1:phase:0:problem,2,10.1107/S0108767303012972
structures of moderate complexity,crystallographic phase problem,demonstrates,Computational experience with the proposed method on a number of structures of moderate complexity is provided and demonstrates that the approach yields a fast and reliable method that resolves the crystallographic phase problem for the case of centrosymmetric structures,3,3,3,100,demonstrate,9,"{'certify', 'demo', 'prove', 'show', 'manifest', 'march', 'establish', 'attest', 'shew', 'evidence', 'demonstrate', 'present', 'exhibit'}",moderate:0:complexity:1:structure,crystallographic:1:phase:0:problem,2,10.1107/S0108767303012972
structures of moderate complexity,crystallographic phase problem,yields,Computational experience with the proposed method on a number of structures of moderate complexity is provided and demonstrates that the approach yields a fast and reliable method that resolves the crystallographic phase problem for the case of centrosymmetric structures,4,3,3,100,yield,12,"{'give', 'afford', 'soften', 'concede', 'generate', 'cede', 'render', 'yield', 'grant', 'succumb', 'relent'}",moderate:0:complexity:1:structure,crystallographic:1:phase:0:problem,2,10.1107/S0108767303012972
scattering vectors,contrast variation,employing,The structure of large block copolymer micelles is traditionally determined by smallangle neutron scattering SANS covering a large range of scattering vectors and employing contrast variation to determine the overall micelle morphology as well as the internal structure on shorter length scales,2,1,1,15,employ,4,"{'utilize', 'use', 'hire', 'apply', 'engage', 'utilise', 'employ'}",scatter:0:vector,contrast:0:variation,1,10.1107/S0021889811013343
contrast variation,micelle morphology,to determine,The structure of large block copolymer micelles is traditionally determined by smallangle neutron scattering SANS covering a large range of scattering vectors and employing contrast variation to determine the overall micelle morphology as well as the internal structure on shorter length scales,9,1,1,26,determine,65,"{'limit', 'settle', 'ascertain', 'determine', 'find', 'set', 'see', 'specify', 'regulate', 'watch', 'mold', 'learn', 'fix', 'shape', 'influence', 'decide'}",contrast:0:variation,micelle:0:morphology,1,10.1107/S0021889811013343
large range of scattering vectors,overall micelle morphology,employing,The structure of large block copolymer micelles is traditionally determined by smallangle neutron scattering SANS covering a large range of scattering vectors and employing contrast variation to determine the overall micelle morphology as well as the internal structure on shorter length scales,2,2,2,51,employ,4,"{'utilize', 'use', 'hire', 'apply', 'engage', 'utilise', 'employ'}",scatter:0:vector:1:large:0:range,overall:1:micelle:0:morphology,2,10.1107/S0021889811013343
large range of scattering vectors,overall micelle morphology,to determine,The structure of large block copolymer micelles is traditionally determined by smallangle neutron scattering SANS covering a large range of scattering vectors and employing contrast variation to determine the overall micelle morphology as well as the internal structure on shorter length scales,9,2,2,51,determine,65,"{'limit', 'settle', 'ascertain', 'determine', 'find', 'set', 'see', 'specify', 'regulate', 'watch', 'mold', 'learn', 'fix', 'shape', 'influence', 'decide'}",scatter:0:vector:1:large:0:range,overall:1:micelle:0:morphology,2,10.1107/S0021889811013343
SLS contrasts,homogeneous contrast,providing,The SLS contrasts of PEP and PEO are similar providing a homogeneous contrast making SLS ideal for determining the overall micelle morphology,2,1,1,40,provide,43,"{'furnish', 'allow', 'leave', 'provide', 'ply', 'render', 'supply', 'cater'}",sls:0:contrast,homogeneous:0:contrast,1,10.1107/S0021889811013343
homogeneous contrast,SLS ideal,making,The SLS contrasts of PEP and PEO are similar providing a homogeneous contrast making SLS ideal for determining the overall micelle morphology,5,1,1,8,make,60,"{'make', 'produce', 'induce', 'draw', 'stimulate', 'do', 'create', 'cause'}",homogeneous:0:contrast,sls:0:ideal,1,10.1107/S0021889811013343
PEO corona,SLS data,is fitted,A core ndash shell model with a PEP core and PEO corona is fitted simultaneously to the SAXS and SLS data using the different contrasts of the two blocks for each technique,2,1,1,42,fit,5,"{'match', 'fit', 'gibe', 'correspond', 'jibe', 'meet', 'outfit', 'agree', 'accommodate', 'check', 'tally', 'equip', 'suit'}",peo:0:corona,sls:0:datum,1,10.1107/S0021889811013343
SLS data,different contrasts,using,A core ndash shell model with a PEP core and PEO corona is fitted simultaneously to the SAXS and SLS data using the different contrasts of the two blocks for each technique,109,1,1,11,use,179,"{'utilize', 'expend', 'use', 'apply', 'utilise', 'habituate', 'practice', 'employ'}",sls:0:datum,different:0:contrast,1,10.1107/S0021889811013343
PEP core and PEO corona,different contrasts of the two blocks for each technique,is fitted,A core ndash shell model with a PEP core and PEO corona is fitted simultaneously to the SAXS and SLS data using the different contrasts of the two blocks for each technique,2,2,2,61,fit,5,"{'match', 'fit', 'gibe', 'correspond', 'jibe', 'meet', 'outfit', 'agree', 'accommodate', 'check', 'tally', 'equip', 'suit'}",peo:0:corona:1:pep:0:core,technique:0:block:1:different:0:contrast,2,10.1107/S0021889811013343
PEP core and PEO corona,different contrasts of the two blocks for each technique,using,A core ndash shell model with a PEP core and PEO corona is fitted simultaneously to the SAXS and SLS data using the different contrasts of the two blocks for each technique,109,2,2,61,use,179,"{'utilize', 'expend', 'use', 'apply', 'utilise', 'habituate', 'practice', 'employ'}",peo:0:corona:1:pep:0:core,technique:0:block:1:different:0:contrast,2,10.1107/S0021889811013343
dispersion surface,diffracted intensity,produce,Dynamical theory predicts such oscillations Pendell ouml sung for plane wave incident conditions in which two wave points on the same branch of the dispersion surface interfere and produce beating in the diffracted intensity,8,1,1,38,produce,14,"{'acquire', 'make', 'produce', 'raise', 'develop', 'farm', 'create', 'grow'}",dispersion:0:surface,diffract:0:intensity,1,10.1107/S0567739468000197
same branch of the dispersion surface,beating in the diffracted intensity,produce,Dynamical theory predicts such oscillations Pendell ouml sung for plane wave incident conditions in which two wave points on the same branch of the dispersion surface interfere and produce beating in the diffracted intensity,8,1,1,23,produce,14,"{'acquire', 'make', 'produce', 'raise', 'develop', 'farm', 'create', 'grow'}",dispersion:0:surface:1:branch,diffract:0:intensity:1:beat,2,10.1107/S0567739468000197
usual Pendell ouml,plane wave conditions,is observed in,The usual Pendell ouml sung is observed in transmission in which beating occurs between wavefields on different branches of the dispersion surface related by spherical rather than plane wave conditions,5,2,2,158,observe,29,"{'find', 'observe', 'discover', 'notice', 'watch', 'keep', 'note', 'celebrate', 'honor', 'respect', 'mention', 'remark', 'honour', 'detect'}",usual:1:pendell:0:ouml,plane:0:wave:1:condition,2,10.1107/S0567739468000197
usual Pendell ouml,plane wave conditions,beating,The usual Pendell ouml sung is observed in transmission in which beating occurs between wavefields on different branches of the dispersion surface related by spherical rather than plane wave conditions,2,2,2,158,beat,2,"{'trounce', 'beat', 'crush', 'vanquish', 'shell', 'pound', 'thump', 'flap', 'drum', 'thrum'}",usual:1:pendell:0:ouml,plane:0:wave:1:condition,2,10.1107/S0567739468000197
usual Pendell ouml sung,spherical rather than plane wave conditions,is observed in,The usual Pendell ouml sung is observed in transmission in which beating occurs between wavefields on different branches of the dispersion surface related by spherical rather than plane wave conditions,5,2,2,131,observe,29,"{'find', 'observe', 'discover', 'notice', 'watch', 'keep', 'note', 'celebrate', 'honor', 'respect', 'mention', 'remark', 'honour', 'detect'}",sing:2:usual:1:pendell:0:ouml,spherical:2:plane:0:wave:1:condition,3,10.1107/S0567739468000197
usual Pendell ouml sung,spherical rather than plane wave conditions,beating,The usual Pendell ouml sung is observed in transmission in which beating occurs between wavefields on different branches of the dispersion surface related by spherical rather than plane wave conditions,2,2,2,131,beat,2,"{'trounce', 'beat', 'crush', 'vanquish', 'shell', 'pound', 'thump', 'flap', 'drum', 'thrum'}",sing:2:usual:1:pendell:0:ouml,spherical:2:plane:0:wave:1:condition,3,10.1107/S0567739468000197
present experiment,effective width,uses,The present experiment uses an asymmetrically cut first crystal to increase the effective width of the incident wave and therefore approach the plane wave condition,3,2,2,58,use,179,"{'utilize', 'expend', 'use', 'apply', 'utilise', 'habituate', 'practice', 'employ'}",present:0:experiment,effective:0:width,1,10.1107/S0567739468000197
present experiment,effective width,to increase,The present experiment uses an asymmetrically cut first crystal to increase the effective width of the incident wave and therefore approach the plane wave condition,3,2,2,58,increase,7,{'increase'},present:0:experiment,effective:0:width,1,10.1107/S0567739468000197
first crystal,effective width of the incident wave,to increase,The present experiment uses an asymmetrically cut first crystal to increase the effective width of the incident wave and therefore approach the plane wave condition,3,4,1,17,increase,7,{'increase'},1:0:crystal,incident:0:wave:1:effective:0:width,2,10.1107/S0567739468000197
Quantitative fringe,fair agreement,are in,Quantitative fringe measurements versus thickness are in fair agreement with theory,16,1,1,38,be,307,"{'be', 'represent', 'equal', 'embody', 'constitute', 'personify', 'exist', 'comprise'}",quantitative:0:fringe,fair:0:agreement,1,10.1107/S0567739468000197
Quantitative fringe measurements,fair agreement with theory,are in,Quantitative fringe measurements versus thickness are in fair agreement with theory,16,1,1,25,be,307,"{'be', 'represent', 'equal', 'embody', 'constitute', 'personify', 'exist', 'comprise'}",quantitative:0:fringe:1:measurement,theory:1:fair:0:agreement,2,10.1107/S0567739468000197
contrast of the fringes,poor agreement,are in,The intensity and contrast of the fringes are in poor agreement with theory,16,1,1,8,be,307,"{'be', 'represent', 'equal', 'embody', 'constitute', 'personify', 'exist', 'comprise'}",fringe:0:contrast,poor:0:agreement,1,10.1107/S0567739468000197
intensity and contrast of the fringes,poor agreement with theory,are in,The intensity and contrast of the fringes are in poor agreement with theory,16,1,1,8,be,307,"{'be', 'represent', 'equal', 'embody', 'constitute', 'personify', 'exist', 'comprise'}",fringe:0:contrast:1:intensity,theory:1:poor:0:agreement,2,10.1107/S0567739468000197
intensity dislocations,good agreement,be brought into,With a relatively simple assumption the observed and expected intensity dislocations can be brought into good agreement,1,1,1,21,bring,1,"{'contribute', 'lend', 'take', 'wreak', 'get', 'convey', 'add', 'bring', 'fetch', 'bestow', 'land', 'impart', 'institute'}",intensity:0:dislocation,good:0:agreement,1,10.1107/S0567739468000197
asymmetric unit,porphyrin molecule,contains,The asymmetric unit contains one porphyrin molecule and two solvate molecules one as an approximate half molecule with required inversion symmetry,62,16,1,14,contain,80,"{'hold', 'arrest', 'control', 'moderate', 'incorporate', 'carry', 'check', 'bear', 'curb', 'stop', 'comprise', 'contain'}",asymmetric:0:unit,porphyrin:0:molecule,1,10.1107/S0108270196008116
