subject,object,predicate,sentence,pred freq,sub freq,obj freq,char dist,word dist,stem,stem freq,synonyms,pred term,sub term,obj term,level,doc ID,changes
relative Wilson plot method,overall B factor obtained from this plot,are described,In this paper the distinctive features of the relative Wilson plot method are described and it is shown that the overall B factor obtained from this plot is more appropriate for the characterization of protein crystals,18,2,2,40,8,describe,36,"{'report', 'name', 'draw', 'depict', 'key', 'identify', 'trace', 'line', 'distinguish', 'delineate', 'account', 'discover', 'describe'}",are:0:described,relative:2:wilson:1:plot:0:method,plot:0:obtain:2:overall:1:b:0:factor,3,10.1107/S0907444904006559,conjugated with: are
relative Wilson plot method,overall B factor obtained from this plot,is shown,In this paper the distinctive features of the relative Wilson plot method are described and it is shown that the overall B factor obtained from this plot is more appropriate for the characterization of protein crystals,17,2,2,40,8,show,150,"{'demonstrate', 'evidence', 'point', 'present', 'establish', 'picture', 'indicate', 'reveal', 'display', 'show', 'shew', 'evince', 'depict', 'render', 'express', 'demo', 'prove', 'testify', 'exhibit'}",is:0:shown,relative:2:wilson:1:plot:0:method,plot:0:obtain:2:overall:1:b:0:factor,3,10.1107/S0907444904006559,conjugated with: is
Wilson plot,sulfite reductase,has been applied to,The relative Wilson plot has been applied to the characterization of crystals of the BDNA decamer dCCATTAATGG and crystals of the proteins DsrD dissimilatory sulfite reductase D and hen eggwhite lysozyme HEWL which were studied by neutron diffraction,16,1,1,134,20,apply,34,"{'utilise', 'use', 'apply', 'implement', 'enforce', 'employ', 'practice', 'utilize'}",has been:0:applied to,wilson:0:plot,sulfite:0:reductase,1,10.1107/S0907444904006559,"conjugated with: has been, postfix: to"
relative Wilson plot,dissimilatory sulfite reductase,has been applied to,The relative Wilson plot has been applied to the characterization of crystals of the BDNA decamer dCCATTAATGG and crystals of the proteins DsrD dissimilatory sulfite reductase D and hen eggwhite lysozyme HEWL which were studied by neutron diffraction,16,1,1,120,19,apply,34,"{'utilise', 'use', 'apply', 'implement', 'enforce', 'employ', 'practice', 'utilize'}",has been:0:applied to,relative:1:wilson:0:plot,dissimilatory:1:sulfite:0:reductase,2,10.1107/S0907444904006559,"conjugated with: has been, postfix: to"
case of HEWL crystal quality,region of the crystallization phase diagram,appears to,However in the case of HEWL crystal quality appears to be independent of the region of the crystallization phase diagram,7,2,2,34,6,appear,13,"{'look', 'seem', 'appear'}",appears to,hewl:1:crystal:0:quality:2:case,crystallization:0:phase:1:diagram:2:region,3,10.1107/S1600536804023086,postfix: to
case of HEWL crystal quality,region of the crystallization phase diagram,to be,However in the case of HEWL crystal quality appears to be independent of the region of the crystallization phase diagram,43,2,2,34,6,be,301,"{'comprise', 'represent', 'be', 'personify', 'exist', 'constitute', 'embody', 'equal'}",to be,hewl:1:crystal:0:quality:2:case,crystallization:0:phase:1:diagram:2:region,3,10.1107/S1600536804023086,prefix: to
title compound,palladium center,determined at,The structure of the title compound PdCl2C26H27N2P middot C4H10O was determined at 150 emsp14 K The palladium center is in a squareplanar coordination geometry,8,304,2,65,10,determine,108,"{'ascertain', 'limit', 'decide', 'influence', 'see', 'determine', 'watch', 'mold', 'set', 'shape', 'learn', 'fix', 'specify', 'find', 'settle', 'regulate'}",determined at,title:0:compound,palladium:0:center,1,10.1107/S1600536804023086,postfix: at
palladium center,coordination geometry,is in,The structure of the title compound PdCl2C26H27N2P middot C4H10O was determined at 150 emsp14 K The palladium center is in a squareplanar coordination geometry,54,1,11,22,4,be,301,"{'comprise', 'represent', 'be', 'personify', 'exist', 'constitute', 'embody', 'equal'}",is in,palladium:0:center,coordination:0:geometry,1,10.1107/S1600536804023086,postfix: in
structure of the title compound,palladium center,determined at,The structure of the title compound PdCl2C26H27N2P middot C4H10O was determined at 150 emsp14 K The palladium center is in a squareplanar coordination geometry,8,7,2,65,10,determine,108,"{'ascertain', 'limit', 'decide', 'influence', 'see', 'determine', 'watch', 'mold', 'set', 'shape', 'learn', 'fix', 'specify', 'find', 'settle', 'regulate'}",determined at,title:0:compound:1:structure,palladium:0:center,2,10.1107/S1600536804023086,postfix: at
two chloride ligands,classical hydrogen,involved in,The two chloride ligands are also involved in weak nonclassical hydrogen bonds linking two neighboring molecules,47,1,1,30,6,involve,69,"{'affect', 'demand', 'necessitate', 'involve', 'take', 'require', 'imply', 'need', 'ask', 'postulate', 'regard'}",involved in,chloride:0:ligand,classical:0:hydrogen,1,10.1107/S1600536804020690,postfix: in
Zn atoms,carboxylate groups,are bridged by,the Ce and each of two Zn atoms are bridged by three bidentate carboxylate groups,4,2,1,32,5,bridge,7,{'bridge'},are:0:bridged by,zn:0:atom,carboxylate:0:group,1,10.1107/S1600536804020690,"conjugated with: are, postfix: by"
Zn atoms,bidentate carboxylate groups,are bridged by,the Ce and each of two Zn atoms are bridged by three bidentate carboxylate groups,4,2,1,22,4,bridge,7,{'bridge'},are:0:bridged by,zn:0:atom,bidentate:1:carboxylate:0:group,2,10.1107/S1600536804020690,"conjugated with: are, postfix: by"
cobalt nitrate,reaction process,occurred during,Interestingly the oxidation and decomposition of  alpha pyridoin and the autoredox reaction of cobalt nitrate occurred during the reaction process,1,1,1,21,3,occur,16,"{'happen', 'occur', 'pass', 'hap'}",occurred during,cobalt:0:nitrate,reaction:0:process,1,10.1107/S160053680402121X,postfix: during
title compound,bond lengths,has,The title compound C14H12N4O3S2 has normal bond lengths and angles,164,304,1,25,3,have,179,"{'feature', 'get', 'experience', 'let', 'have', 'receive', 'undergo', 'consume', 'give', 'hold', 'ingest', 'own', 'possess'}",has,title:0:compound,bond:0:length,1,10.1107/S1600536804021385,
crystal packing,Waals interactions,stabilized by,The crystal packing is mainly stabilized by van der Waals interactions,156,91,4,33,6,stabilize,182,"{'stabilize', 'brace', 'steady', 'stabilise'}",stabilized by,crystal:0:pack,waal:0:interaction,1,10.1107/S1600536804021786,postfix: by
crystal packing,der Waals interactions,stabilized by,The crystal packing is mainly stabilized by van der Waals interactions,156,91,3,29,5,stabilize,182,"{'stabilize', 'brace', 'steady', 'stabilise'}",stabilized by,crystal:0:pack,der:1:waal:0:interaction,2,10.1107/S1600536804021786,postfix: by
crystal packing,van der Waals interactions,stabilized by,The crystal packing is mainly stabilized by van der Waals interactions,156,91,3,25,4,stabilize,182,"{'stabilize', 'brace', 'steady', 'stabilise'}",stabilized by,crystal:0:pack,van:2:der:1:waal:0:interaction,3,10.1107/S1600536804021786,postfix: by
title compound,planar molecule,comprises,The structure of the title compound C7H5ClN2O comprises a planar molecule that associates via N mdash H,15,304,2,23,3,comprise,18,"{'comprise', 'represent', 'be', 'incorporate', 'contain', 'consist', 'constitute'}",comprises,title:0:compound,planar:0:molecule,1,10.1107/S1600536804021786,
structure of the title compound,planar molecule,comprises,The structure of the title compound C7H5ClN2O comprises a planar molecule that associates via N mdash H,15,7,2,23,3,comprise,18,"{'comprise', 'represent', 'be', 'incorporate', 'contain', 'consist', 'constitute'}",comprises,title:0:compound:1:structure,planar:0:molecule,2,10.1107/S1600536804021786,
H atom,helical chains,create,Cl associations from the second 2amino H atom create a twodimensional hydrogenbonding network containing C228 helical chains,6,7,1,65,7,create,9,"{'make', 'create', 'produce'}",create,h:0:atom,helical:0:chain,1,10.1107/S1600536804022160,
crystal structure,hydrogen bonds,are involved in,In the crystal structure the phosphinate O atoms are involved in hydrogen bonds with the water molecule of crystallization and the NH group of the proplyamine side chain of the anthracene moiety,47,152,21,41,7,involve,69,"{'affect', 'demand', 'necessitate', 'involve', 'take', 'require', 'imply', 'need', 'ask', 'postulate', 'regard'}",are:0:involved in,crystal:0:structure,hydrogen:0:bond,1,10.1107/S0108270199015607,"conjugated with: are, postfix: in"
phosphinate O atoms,hydrogen bonds,are involved in,In the crystal structure the phosphinate O atoms are involved in hydrogen bonds with the water molecule of crystallization and the NH group of the proplyamine side chain of the anthracene moiety,47,1,21,17,3,involve,69,"{'affect', 'demand', 'necessitate', 'involve', 'take', 'require', 'imply', 'need', 'ask', 'postulate', 'regard'}",are:0:involved in,phosphinate:0:o:1:atom,hydrogen:0:bond,2,10.1107/S0108270199015607,"conjugated with: are, postfix: in"
title compound,independent complexes,contains,The title compound C9H8FN5 middot C3H7NO contains two independent complexes in the asymmetric unit each consisting of one 35diamino62fluorophenyl124triazine molecule and one dimethylformamide solvent molecule,105,304,1,36,5,contain,134,"{'arrest', 'stop', 'comprise', 'curb', 'moderate', 'bear', 'check', 'incorporate', 'control', 'contain', 'carry', 'hold'}",contains,title:0:compound,independent:0:complex,1,10.1107/S0108270199015607,
asymmetric unit,solvent molecule,consisting of,The title compound C9H8FN5 middot C3H7NO contains two independent complexes in the asymmetric unit each consisting of one 35diamino62fluorophenyl124triazine molecule and one dimethylformamide solvent molecule,3,34,2,94,9,consist,68,"{'comprise', 'lie', 'dwell', 'consist', 'belong'}",consisting of,asymmetric:0:unit,solvent:0:molecule,1,10.1107/S0108270199015607,postfix: of
two independent complexes in the asymmetric unit,one dimethylformamide solvent molecule,consisting of,The title compound C9H8FN5 middot C3H7NO contains two independent complexes in the asymmetric unit each consisting of one 35diamino62fluorophenyl124triazine molecule and one dimethylformamide solvent molecule,3,1,1,72,7,consist,68,"{'comprise', 'lie', 'dwell', 'consist', 'belong'}",consisting of,asymmetric:0:unit:1:independent:0:complex,solvent:0:molecule:1:dimethylformamide,2,10.1107/S0108270199015607,postfix: of
triazine molecule,two conformations within the crystal,is disordered over,One triazine molecule is disordered over two conformations within the crystal the occupancies being 62 emsp14 1 and 38 emsp14,13,1,2,20,3,disorder,32,"{'perturb', 'cark', 'unhinge', 'trouble', 'disquiet', 'disarray', 'disorder', 'distract'}",is:0:disordered over,triazine:0:molecule,crystal:0:conformation,1,10.1107/S0108270199015607,"conjugated with: is, postfix: over"
One triazine molecule,two conformations within the crystal,is disordered over,One triazine molecule is disordered over two conformations within the crystal the occupancies being 62 emsp14 1 and 38 emsp14,13,1,2,20,3,disorder,32,"{'perturb', 'cark', 'unhinge', 'trouble', 'disquiet', 'disarray', 'disorder', 'distract'}",is:0:disordered over,one:1:triazine:0:molecule,crystal:0:conformation,2,10.1107/S0108270199015607,"conjugated with: is, postfix: over"
triazine ring planes,partially occupied molecules,being,The triazine molecules of the asymmetric unit differ in the dihedral angles between their respective phenyl and triazine ring planes these being 576 emsp14 2 deg  for the fully occupied and 769 emsp14 6 and 1068 emsp14 8 deg  for the partially occupied molecules,21,1,1,102,21,be,301,"{'comprise', 'represent', 'be', 'personify', 'exist', 'constitute', 'embody', 'equal'}",being,triazine:0:ring:1:plane,partially:0:occupy:1:molecule,2,10.1107/S0108270199015607,
hydrogen bonds,crystal structure,maintains,An extensive network of hydrogen bonds maintains the crystal structure,3,47,44,15,2,maintain,10,"{'defend', 'keep', 'sustain', 'maintain', 'wield', 'preserve', 'exert', 'hold', 'conserve', 'asseverate', 'assert', 'uphold'}",maintains,hydrogen:0:bond,crystal:0:structure,1,10.1107/S1600536804023682,
extensive network of hydrogen bonds,crystal structure,maintains,An extensive network of hydrogen bonds maintains the crystal structure,3,1,44,15,2,maintain,10,"{'defend', 'keep', 'sustain', 'maintain', 'wield', 'preserve', 'exert', 'hold', 'conserve', 'asseverate', 'assert', 'uphold'}",maintains,hydrogen:0:bond:1:extensive:0:network,crystal:0:structure,2,10.1107/S1600536804023682,
crystal structure,centrosymmetric N,exist as,In the crystal structure the molecules exist as centrosymmetric N mdash H,3,152,1,24,4,exist,18,"{'survive', 'be', 'subsist', 'exist', 'live'}",exist as,crystal:0:structure,centrosymmetric:0:n,1,10.1107/S1600536804023682,postfix: as
crystal structure,centrosymmetric N mdash,exist as,In the crystal structure the molecules exist as centrosymmetric N mdash H,3,152,1,24,4,exist,18,"{'survive', 'be', 'subsist', 'exist', 'live'}",exist as,crystal:0:structure,centrosymmetric:0:n:1:mdash,2,10.1107/S1600536804023682,postfix: as
crystal structure,centrosymmetric N mdash H,exist as,In the crystal structure the molecules exist as centrosymmetric N mdash H,3,152,1,24,4,exist,18,"{'survive', 'be', 'subsist', 'exist', 'live'}",exist as,crystal:0:structure,centrosymmetric:0:n:1:mdash:2:h,3,10.1107/S1600536804023682,postfix: as
crystal structure,mdash H,involves,The crystal structure involves intermolecular C mdash H,20,152,128,27,3,involve,69,"{'affect', 'demand', 'necessitate', 'involve', 'take', 'require', 'imply', 'need', 'ask', 'postulate', 'regard'}",involves,crystal:0:structure,mdash:0:h,1,10.1107/S1600536804024043,
crystal structure,C mdash H,involves,The crystal structure involves intermolecular C mdash H,20,152,61,25,2,involve,69,"{'affect', 'demand', 'necessitate', 'involve', 'take', 'require', 'imply', 'need', 'ask', 'postulate', 'regard'}",involves,crystal:0:structure,c:1:mdash:0:h,2,10.1107/S1600536804024043,
crystal structure,intermolecular C mdash H,involves,The crystal structure involves intermolecular C mdash H,20,152,22,10,1,involve,69,"{'affect', 'demand', 'necessitate', 'involve', 'take', 'require', 'imply', 'need', 'ask', 'postulate', 'regard'}",involves,crystal:0:structure,intermolecular:2:c:1:mdash:0:h,3,10.1107/S1600536804024043,
benzene rings,opposite directions,are rotated in,In the molecule of the title compound C16H13BrO the two benzene rings are rotated in opposite directions with respect to the central C mdash CC mdash C part of the molecule,1,11,1,16,3,rotate,10,"{'revolve', 'splay', 'rotate'}",are:0:rotated in,benzene:0:ring,opposite:0:direction,1,10.1107/S0108270104017883,"conjugated with: are, postfix: in"
crystal structure,mdash H,are paired through,In the crystal structure molecules are paired through C mdash H,2,152,128,32,5,pair,2,"{'couple', 'geminate', 'match', 'twin', 'pair', 'mate', 'copulate'}",are:0:paired through,crystal:0:structure,mdash:0:h,1,10.1107/S0108270104017883,"conjugated with: are, postfix: through"
crystal structure,C mdash H,are paired through,In the crystal structure molecules are paired through C mdash H,2,152,61,30,4,pair,2,"{'couple', 'geminate', 'match', 'twin', 'pair', 'mate', 'copulate'}",are:0:paired through,crystal:0:structure,c:1:mdash:0:h,2,10.1107/S0108270104017883,"conjugated with: are, postfix: through"
bay area,molecular chains,forming,The molecular pairs along 001 are hydrogen bonded through three translationrelated cooperative hydrogen bonds in the bay area forming molecular chains which are further hydrogen bonded through C mdash H,28,1,2,9,1,form,139,"{'forge', 'organize', 'form', 'mold', 'shape', 'constitute', 'imprint', 'organise', 'mould', 'spring'}",forming,bay:0:area,molecular:0:chain,1,10.1107/S0108270104017883,
title compound,ester functionalities,be considered as,The ethyl oxamate group N ndash CO ndash CO ndash OEt in the title compound alternatively called diethyl NN prime NN prime bisethylenedioxamate C12H18N2O6 can be considered as being composed of two singly bonded amide and ester functionalities,3,304,3,147,21,consider,10,"{'deal', 'count', 'reckon', 'think', 'see', 'moot', 'view', 'deliberate', 'believe', 'consider', 'study', 'conceive', 'weigh', 'debate', 'regard'}",be:0:considered as,title:0:compound,ester:0:functionality,1,10.1107/S0108270104018682,"conjugated with: be, postfix: as"
