"L domain and K domain" "joined" "linker region" .
"N hydrogen bond" "influences" "molecular conformation" .
"crystal packing" "is stabilized by" "intermolecular N mdash H" .
"inverted counterpart" "calculated by" "functional theory" .
"Aerobic conditions" "were employed to" "coordinated ligand" .
"CoII atom in the title complex" "lies on" "inversion center" .
"vanadyl atoms" "linking" "infinite layered structure" .
"ouml ssbauer and magnetic measurements" "used to" "oxidation state of iron ions" .
"natural aluminosilicate" "used as" "support for metals" .
"oxidative cleavage" "see" "large family" .
"Candidate small molecules" "have been" "family of small molecules" .
"same branch of the dispersion surface" "produce" "beating in the diffracted intensity" .
"enzyme consisting of residues 89" "retain" "catalytic activity" .
"title compound" "consists of" "symmetric moieties" .
"CdII atom" "is coordinated in" "trigonal ndash prismatic geometry" .
"crystal structure" "exist as" "centrosymmetric N mdash H" .
"flat sample" "provide" "more representative diffractogram" .
"bifunctional ligand" "joining" "base complexes" .
"symmetric Laue geometry" "are discussed" "formalism of Fresnel diffraction" .
"glycine and OtBu" "has" "two different conformations which together constitute the asymmetric unit" .
"minimum number of input data" "is tested for" "dispersion relations in platinum" .
"order to investigate the differences in selectivity" "crystallized as" "binary complexes" .
"general formulas" "provide" "general tensor" .
"protein synthesis" "reduces" "unfolded proteins" .
"pyran ring" "has" "benzene ring of the chromeno ring system" .
"hirudin peptide in complex 2" "has" "higher temperature factor" .
"molecular conformation" "is stabilized by" "O mdash H" .
"crystallographic data" "provided" "ligand species" .
"strong mandate to coordinate the activities of the Year" "threatens" "scientific enterprise innovation and sustainability" .
"strongly distorted octahedron" "defined by" "four N atoms of the macrocyclic ligand" .
"crystal packing" "is in" "C mdash" .
"resolution over previous structures" "confirms" "short hydrogen bonds" .
"SLS data" "using" "different contrasts of the two blocks for each technique" .
"title compound" "is stabilized by" "O mdash H" .
"azaaromatic chlorides" "observed" "short H" .
"ZnII ion" "lies on" "rotation axis" .
"drug chlorpropamide" "be crystallized in" "different polymorphs" .
"quantitative analysis" "be applied" "priori information" .
"twofold axis" "is coordinated by" "by four aqua ligands defining the basal plane and by two monodentate acesulfamate ligands" .
"CTD regulation" "result in" "cell death" .
"proteolytically derived fragment of the enzyme consisting of residues 89" "shown to" "catalytic activity" .
"O hydrogen bonds" "forming" "centrosymmetrically related rings" .
"results of heterodyne XPCS experiments" "showed" "macroscopic deformation" .
"HPS crystal dissolution" "shows" "high anisotropy" .
"deviation in bond distances" "contains" "bicarbonate ion" .
"results obtained" "were explained by" "surface of the specimen" .
"hydrazine N atoms" "are twisted" "tolyl and methoxybenzene rings" .
"clay models" "has revealed" "intriguing forms" .
"order to understand the cause of stability of Na2He" "carried" "thorough study of its electronic structure" .
"acetyl group" "forms" "thiohydantoin ring" .
"two exocyclic imine functions and one amino group" "is formed by" "isocyanide groups" .
"apical bond length" "shows" "sigmoidal dependence on the magnitude of distortion" .
"experimental data range" "is defined by" "meaningful Shannon channels" .
"centrosymmetric dimers" "are formed through" "intermolecular C mdash H" .
"experimental rocking curves" "were compared with" "theoretical calculations" .
"keV synchrotron radiation" "based on" "crystal reflections" .
"other type of channel" "are involved in" "mdash H" .
"thiophene and pyrazolidinone rings" "are linked by" "conjugated system" .
"hippuric acid" "is involved in" "hydrogen bond" .
"glycosidic linkage" "is in" "beta  axial position" .
"crystal packing" "stabilized by" "C mdash" .
"nonparametric kernel density" "calculate" "multiple parameters" .
"complete data" "merging" "single diffraction frames" .
"individual networks" "held" "mdash H" .
"peptide main chains" "are connected by" "hydrogen bonds" .
"One solvent molecule" "completes" "sphere of the ReI centre" .
"crystal packing" "enforced by" "C mdash" .
"lanthanum ruthenium" "refined" "neutron powder" .
"previous report" "crystallized in" "space group" .
"image plates" "using" "cassette system" .
"cis anions" "associate through" "carboxylic acid" .
"title compound" "adopts" "octahedral structure" .
"low nucleotide sequence specificity" "have determined" "crystal structure" .
"datamatrix reader" "ensures" "safe management of the sample flow" .
"polygalacturonase A" "obtained from" "vapor diffusion" .
"crystal structure of this complex" "reveals" "Pd atom" .
"nonparametric kernel density estimator" "implemented to" "multiple parameters" .
"different formamidinium cations" "using" "O atoms" .
"Crystal diffraction experiments" "conducted" "Cu emsp14 K alpha  " .
"different pairs of equivalent sublattices" "does" "total number of such sublattices" .
"emsp14  Aring  resolution" "solved by" "using polyalanyl trichosanthin as the search model" .
"test case" "be determined by" "novel modification" .
"Initial phases" "using" "a starting model and the structure model with a ligand" .
"soft shell etc" "extracted by" "scattering data" .
"Qualitative analysis" "is performed by" "component analysis" .
"relaxation or trimming of peptidoglycan muropeptide" "affects" "helical shape" .
"significance of this study" "lies in" "observation of different crystal structures" .
"incident beam" "yields" "expected result" .
"pyridoxal phosphate" "determined to" "external aldimine" .
"layers of both materials" "are of" "elliptical shape" .
"crystal structure" "are involved in" "hydrogen bonds" .
"methyl and ethoxycarbonyl" "is bound via" "methylene bridge" .
"experimental data" "using" "optimized approach" .
"N hydrogen" "connect" "inversion dimers" .
"image analysis" "provided" "spatial distribution" .
"Our results" "established" "isomerization state" .
"A and B molecules" "are linked via" "C mdash H" .
"crystal structures" "related to" "high degree" .
"active phases form" "behave under" "reaction conditions" .
"macromolecular crystals" "has been" "sample changers" .
"diffraction spots in the EDPs" "be reproduced by" "hexagonal structure" .
"structure of Mycobacterium" "determined" "data sets" .
"resolution of data" "has" "merging R factors" .
"dinuclear title compound" "disposed about" "centre of inversion" .
"crystal structure" "consists of" "network structure" .
"Structural parameters" "are in" "crystal structure of the title compound" .
"at these wavelengths and at Mo K" "are used to" "phase difference" .
"internal symmetry" "exhibits" "conformational chirality" .
"component atom of a heterocyclic ring" "shows" "tetrahedral coordination" .
"phosphate esters" "uniting" "the diverse chemistries that are found in the HD superfamily" .
"ndash subunit" "has" "enzyme activity" .
"asymmetric unit" "consists of" "Schiff base molecule" .
"crystal structure" "have been" "Moon  amp  " .
"N hydrogen" "connect" "adjacent molecules" .
"Thermal melt" "show" "higher order" .
"theoretical inversion" "enabling" "approximate measurement of structure factor magnitudes" .
"title complex" "is coordinated by" "O atoms" .
"gamma  atom" "has" "N atom" .
"The much intensified beam with the present system" "allows" "adjustment of the sample orientation" .
"middot BF4 minus" "consists of" "maximum deviation" .
"protein crystals" "show" "protein envelope" .
"hydropyrimidine ring" "adopts" "sofa conformation" .
"TDS correction of Bragg reflexions" "is evaluated by" "TDS interference function over the range of measurement" .
"physically reasonable shifts" "lead to" "experimental and theoretical scattering indicatrices" .
"gauche torsion" "constitute" "conformational corner" .
"rotation  ndash  axis" "depends" "sharpness of the Kikuchi lines" .
"simple general formulas" "be given" "rank in these groups" .
"Positions of the anomalous scatterers" "used to" "anomalous differences" .
"decisions about the data collection" "based on" "project information" .
"crystalline state" "are linked by" "O mdash H" .
"Sn atom" "is coordinated by" "C atoms" .
"distorted tetrahedral geometry" "binding to" "phenolate O" .
"graphical user interface" "cover" "aspects of data collection" .
"ion pairs" "connected via" "O mdash H" .
"case of HEWL crystal quality" "appears to" "region of the crystallization phase diagram" .
"crystal structure" "is formed via" "hydrogen bonds" .
"electron density" "are estimated by" "self convolution" .
"molecular structure" "is in" "O mdash" .
"crystal packing" "is stabilized by" "O mdash H" .
"Thermal melt experiments" "show" "higher order structure" .
"solid state lasers" "ordered" "most efficient material" .
"One solution" "is to" "chemical compound" .
"phosphinate O atoms" "are involved in" "hydrogen bonds" .
"modified enzyme" "has been" "crystal form" .
"two predominant markets for the CCD detector" "have been" "relatively short exposure times" .
"ferrocenyl rings" "are skewed by" "eclipsed conformation" .
"O hydrogen bonds" "forming" "layer parallel to the ac plane" .
"developing countries" "be in" "that crystallography and the IYCr2014 offer" .
"pairs of molecules" "are linked by" "mdash H" .
"caveats as possible" "does" "better crystals" .
"Multipole refinement" "using" "atom vibrations" .
"molecular components" "are linked by" "mdash H" .
"ovis ecdysone receptor" "crystallized" "synthetic methylene" .
